snapshot_utc,snapshot_role,api_event_id,game_id,season,week,kickoff_utc,lead_minutes,away_team,home_team,bookmaker_key,bookmaker_title,bookmaker_last_update,book_age_seconds,h2h_away_price,h2h_home_price,h2h_away_raw_prob,h2h_home_raw_prob,h2h_hold,h2h_home_no_vig_prob,book_market_pick,spread_away_point,spread_away_price,spread_home_point,spread_home_price,total_point,total_over_price,total_under_price
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,draftkings,DraftKings,2026-09-14T16:20:40Z,46.2214,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.5427435387673957,KC,2.5,-112.0,-2.5,-108.0,43.5,-108.0,-112.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,fanduel,FanDuel,2026-09-14T16:21:10Z,16.2214,106.0,-124.0,0.4854368932038835,0.5535714285714286,0.039008321775312105,0.5327882529617888,KC,2.5,-120.0,-2.5,-102.0,43.5,-108.0,-112.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,lowvig,LowVig.ag,2026-09-14T16:21:09Z,17.2214,108.0,-128.0,0.4807692307692308,0.5614035087719298,0.04217273954116063,0.5386856587892521,KC,2.0,-107.0,-2.0,-103.0,43.5,-104.0,-110.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,betonlineag,BetOnline.ag,2026-09-14T16:20:39Z,47.2214,108.0,-128.0,0.4807692307692308,0.5614035087719298,0.04217273954116063,0.5386856587892521,KC,2.0,-110.0,-2.0,-110.0,43.5,-110.0,-110.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,betmgm,BetMGM,2026-09-14T16:20:41Z,45.2214,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.5427435387673957,KC,2.0,-108.0,-2.0,-110.0,43.5,-108.0,-110.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,bovada,Bovada,2026-09-14T16:19:39Z,107.2214,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.5427435387673957,KC,2.0,-110.0,-2.0,-110.0,43.0,-115.0,-105.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,betus,BetUS,2026-09-14T16:14:44Z,402.2214,110.0,-130.0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.5427435387673957,KC,1.0,100.0,-1.0,-120.0,43.5,-110.0,-110.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,betrivers,BetRivers,2026-09-14T16:20:40Z,46.2214,107.0,-130.0,0.4830917874396135,0.5652173913043478,0.048309178743961345,0.5391705069124424,KC,2.0,-109.0,-2.0,-112.0,43.0,-114.0,-107.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,pinnacle,Pinnacle,2026-09-14T16:21:08Z,18.2214,112.0,-124.0,0.4716981132075472,0.5535714285714286,0.025269541778975668,0.5399277029247453,KC,2.0,-107.0,-2.0,-103.0,43.5,-102.0,-110.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,5ad8135dc2b5f27de0b777acd317855a,odds_5ad8135dc2b5f27de0b777acd317855a,,,2026-09-15T00:15:00Z,473.5629766666667,DEN,KC,mybookieag,MyBookie.ag,2026-09-14T16:21:09Z,17.2214,108.0,-132.0,0.4807692307692308,0.5689655172413793,0.049734748010610064,0.542008843967151,KC,2.5,-110.0,-2.5,-110.0,43.5,-110.0,-110.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,56e8897681915f7ec92baeee952bb1ae,odds_56e8897681915f7ec92baeee952bb1ae,,,2026-09-18T00:15:00Z,4793.562976666667,DET,BUF,draftkings,DraftKings,2026-09-14T16:20:40Z,46.2214,164.0,-198.0,0.3787878787878788,0.6644295302013423,0.043217408989220996,0.6369041816941223,BUF,4.5,-112.0,-4.5,-108.0,53.5,-110.0,-110.0
2026-09-14T16:21:26Z,SCHEDULED_FULL,56e8897681915f7ec92baeee952bb1ae,odds_56e8897681915f7ec92baeee952bb1ae,,,2026-09-18T00:15:00Z,4793.562976666667,DET,BUF,fanduel,FanDuel,2026-09-14T16:21:10Z,16.2214,184.0,-220.0,0.352112676056338,0.6875,0.039612676056338,0.6613039796782388,BUF,4.5,-115.0,-4.5,-105.0,53.5,-115.0,-105.0
