snapshot_utc,model_version,season,week,eligible_games,training_end_season,pbp_end_season,frozen_upset_pairing,close_favorite_max,upset_favorite_max,residual_penalty,theta_intercept,theta_elo_delta,theta_logistic_delta,theta_catboost_delta,theta_consensus_delta
2026-09-06T03:52:59Z,prospective-v1-frozen-2025,2026,1,16,2025,2025,matchup_logistic__variance_catboost,0.525,0.8,1000.0,-0.023680419785336505,-0.004537379019778489,-0.004026129120954939,0.0018981060979556816,-0.0022218006809259136
