snapshot_utc,snapshot_role,official_entry_snapshot,runner_mode,artifact_manifest_sha256,model_version,game_id,season,week,gameday,gametime,kickoff_utc,hours_to_kickoff,away_team,home_team,spread_line,total_line,away_moneyline,home_moneyline,market_pick,market_underdog,market_fav_prob,p_home_market,p_home_elo,p_home_logistic,p_home_catboost,p_home_residual,p_dog_matchup_logistic,p_dog_variance_catboost,final_pick,decision_type,upset_pairing,residual_penalty,training_end_season,pbp_end_season
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_DET_BUF,2026,2,2026-09-17,20:15,2026-09-18 00:15:00+00:00,23.389166666666668,DET,BUF,4.5,54.5,195.0,-238.0,BUF,DET,0.6750312469954812,0.6750312469954812,0.6669245381607838,0.7212026310426723,0.7259552011773482,0.6696890397470346,0.27606375977597447,0.3108676544953021,BUF,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_CAR_ATL,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,CAR,ATL,-2.5,43.5,-155.0,130.0,CAR,ATL,0.5829926410466066,0.4170073589533933,0.6623957153534425,0.41961522934168616,0.2908407609812339,0.4098049307487763,0.4321948483182611,0.41253444795397504,CAR,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_CIN_HOU,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,CIN,HOU,3.0,46.5,124.0,-148.0,HOU,CIN,0.5720596355604638,0.5720596355604638,0.7004150042113559,0.6076919011700557,0.6202140489236774,0.5654123901406736,0.5073729433783615,0.42689860160717047,HOU,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_CLE_TB,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,CLE,TB,8.5,41.5,340.0,-440.0,TB,CLE,0.7819063004846527,0.7819063004846527,0.6838609418788675,0.7897047278911002,0.803260432142136,0.7782894733150303,0.20055196115966148,0.22588947630509443,TB,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_GB_NYJ,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,GB,NYJ,-3.5,44.5,-192.0,160.0,GB,NYJ,0.6309403437815975,0.3690596562184025,0.33943317807442763,0.4119577918521096,0.4901554229550333,0.3636552329047578,0.3905572708557263,0.31689551631562585,GB,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_MIN_CHI,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,MIN,CHI,4.5,48.5,170.0,-205.0,CHI,MIN,0.644729178800233,0.644729178800233,0.5147356360496417,0.6362671676233783,0.48729629171669625,0.6398078632380891,0.36658280024727025,0.3393441919946147,CHI,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_NO_BAL,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,NO,BAL,8.5,46.5,300.0,-380.0,BAL,NO,0.7600000000000001,0.7600000000000001,0.7912278189067594,0.7823218806353218,0.8060507903783456,0.7554256853944007,0.22445016834790016,0.20019756730351454,BAL,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_PHI_TEN,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,PHI,TEN,-7.0,39.5,-325.0,260.0,PHI,TEN,0.7335423197492162,0.26645768025078376,0.1844007717804456,0.269344095273763,0.2586958087108372,0.2623162597151298,0.28219909472035093,0.19036097942643854,PHI,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_PIT_NE,2026,2,2026-09-20,13:00,2026-09-20 17:00:00+00:00,88.13916666666667,PIT,NE,5.5,41.5,180.0,-218.0,NE,PIT,0.6574752261956054,0.6574752261956054,0.580428780409529,0.7083547221386929,0.6431955139752582,0.652243822183532,0.38487361273669646,0.27624300501031035,NE,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_JAX_DEN,2026,2,2026-09-20,16:05,2026-09-20 20:05:00+00:00,91.2225,JAX,DEN,2.5,45.5,124.0,-148.0,DEN,JAX,0.5720596355604638,0.5720596355604638,0.5917605459455385,0.58454555740335,0.6080694232150617,0.5661302627425262,0.39608343399455337,0.2686375693985764,DEN,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_LV_LAC,2026,2,2026-09-20,16:05,2026-09-20 20:05:00+00:00,91.2225,LV,LAC,6.5,43.5,245.0,-305.0,LAC,LV,0.7220792588780237,0.7220792588780237,0.776678496300677,0.7175144842438843,0.7697598550811401,0.7170710536499598,0.27193995211546995,0.22852545923118445,LAC,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_MIA_SF,2026,2,2026-09-20,16:25,2026-09-20 20:25:00+00:00,91.55583333333334,MIA,SF,13.5,44.5,625.0,-950.0,SF,MIA,0.8677165354330709,0.8677165354330709,0.789931977275316,0.8625550789592947,0.9476595785264612,0.865478720329768,0.1890195137657562,0.21746296723146238,SF,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_SEA_ARI,2026,2,2026-09-20,16:25,2026-09-20 20:25:00+00:00,91.55583333333334,SEA,ARI,-3.5,40.5,-218.0,180.0,SEA,ARI,0.6574752261956054,0.34252477380439467,0.24491151633241842,0.3784857943519617,0.3287132180984605,0.3375887551481551,0.3511193039282255,0.34583436433492065,SEA,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
2026-09-17T00:51:39Z,EARLY_LOOK_RECOVERY,False,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026_02_WAS_DAL,2026,2,2026-09-20,16:25,2026-09-20 20:25:00+00:00,91.55583333333334,WAS,DAL,4.5,50.5,180.0,-218.0,DAL,WAS,0.6574752261956054,0.6574752261956054,0.567231988012569,0.6284029284264484,0.626752530588875,0.6526811051501678,0.36324989264197544,0.31052969821395016,DAL,FOLLOW_MARKET,matchup_logistic__variance_catboost,1000.0,2025,2026
