snapshot_utc,snapshot_role,api_event_id,game_id,season,week,kickoff_utc,lead_minutes,away_team,home_team,bookmaker_key,bookmaker_title,bookmaker_last_update,book_age_seconds,h2h_away_price,h2h_home_price,h2h_away_raw_prob,h2h_home_raw_prob,h2h_hold,h2h_home_no_vig_prob,book_market_pick,spread_away_point,spread_away_price,spread_home_point,spread_home_price,total_point,total_over_price,total_under_price
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,draftkings,DraftKings,2026-09-20T23:09:52Z,97.609185,215,-265,0.31746031746031744,0.726027397260274,0.04348771472059143,0.6957699520733487,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,betus,BetUS,2026-09-20T23:11:00Z,29.609185,225,-270,0.3076923076923077,0.7297297297297297,0.03742203742203731,0.7034068136272545,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,betonlineag,BetOnline.ag,2026-09-20T23:11:00Z,29.609185,235,-286,0.29850746268656714,0.7409326424870466,0.03944010517361374,0.7128189866825385,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,lowvig,LowVig.ag,2026-09-20T23:11:23Z,6.609185,235,-286,0.29850746268656714,0.7409326424870466,0.03944010517361374,0.7128189866825385,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,fanduel,FanDuel,2026-09-20T23:11:22Z,7.609185,235,-290,0.29850746268656714,0.7435897435897436,0.04209720627631075,0.7135512302607419,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,betrivers,BetRivers,2026-09-20T23:10:41Z,48.609185,240,-315,0.29411764705882354,0.7590361445783133,0.05315379163713674,0.7207267833109018,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,mybookieag,MyBookie.ag,2026-09-20T23:11:21Z,8.609185,228,-275,0.3048780487804878,0.7333333333333333,0.038211382113821024,0.7063429913860612,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,betmgm,BetMGM,2026-09-20T23:10:40Z,49.609185,230,-285,0.30303030303030304,0.7402597402597403,0.04329004329004338,0.7095435684647302,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,bovada,Bovada,2026-09-20T23:09:36Z,113.609185,230,-280,0.30303030303030304,0.7368421052631579,0.03987240829346095,0.7085889570552146,KC,,,,,,,
2026-09-20T23:11:29Z,NEAR_KICKOFF_H2H,50bc247030707d823b9c3581d7eb5760,2026_02_IND_KC,2026.0,2.0,2026-09-21T00:20:00Z,68.50651358333333,IND,KC,pinnacle,Pinnacle,2026-09-20T23:11:21Z,8.609185,231,-265,0.3021148036253776,0.726027397260274,0.028142200885651558,0.7061546512095963,KC,,,,,,,
