snapshot_utc,snapshot_role,official_entry_snapshot,runner_mode,artifact_manifest_sha256,model_version,season,week,eligible_games,training_end_season,pbp_end_season,frozen_upset_pairing,close_favorite_max,upset_favorite_max,artifact_built_utc
2026-09-11T00:23:01Z,FINAL_ENTRY,True,fast_frozen_artifacts,54efeb5d292564b060cfdbf192af47dbe599c7ccdd63fab595a1860d5dd10426,prospective-v1-frozen-2025,2026,1,1,2025,2026,matchup_logistic__variance_catboost,0.525,0.8,2026-09-06T12:01:01Z
